Date,Price,,,,,
"Jan 12, 2016",38.55,,,,,
"Jan 11, 2016",39.05,,,,,
"Jan 08, 2016",39.05,,,,,
"Jan 07, 2016",39.05,,,,,
"Jan 06, 2016",38.55,,,,,
"Jan 05, 2016",38.05,,,,,
"Jan 04, 2016",38.05,,,,,
"Dec 31, 2015",37.8,,,,,
"Dec 30, 2015",37.8,,,,,
"Dec 29, 2015",37.2,,,,,
"Dec 28, 2015",37.05,,,,,
"Dec 24, 2015",37.8,,,,,
"Dec 23, 2015",37.8,,,,,
"Dec 22, 2015",37.8,,,,,
"Dec 21, 2015",37.8,,,,,
"Dec 18, 2015",37.8,,,,,
"Dec 17, 2015",38.3,,,,,
"Dec 16, 2015",38.3,,,,,
"Dec 15, 2015",40.05,,,,,
"Dec 14, 2015",40.75,,,,,
"Dec 11, 2015",40.8,,,,,
"Dec 10, 2015",40.8,,,,,
"Dec 09, 2015",40.05,,,,,
"Dec 08, 2015",39.9,,,,,
"Dec 07, 2015",39.9,,,,,
"Dec 04, 2015",39.9,,,,,
"Dec 03, 2015",39.9,,,,,
"Dec 02, 2015",39.9,,,,,
"Dec 01, 2015",39.9,,,,,
"Nov 30, 2015",40.3,,,,,
"Nov 27, 2015",40.45,,,,,
"Nov 26, 2015",40.45,,,,,
"Nov 25, 2015",40.8,,,,,
"Nov 24, 2015",40.8,,,,,
"Nov 23, 2015",40.8,,,,,
"Nov 20, 2015",40.8,,,,,
"Nov 19, 2015",41.05,,,,,
"Nov 18, 2015",41.05,,,,,
"Nov 17, 2015",41.05,,,,,
